# doc pdhd/12 -- ANSWER KEY for the pdvd STM + Michel scan.
# Committed on purpose: it is the record of the sample at arm d15vnu /
# HEAD c0b1613b, and a scan whose key lives only beside a work/ arm stops
# being scorable the day that arm is retired.
# THE BLIND ON THIS FILE IS AN HONOUR RULE, NOT A STRUCTURAL ONE, and doc
# pdhd/12 sec 6 says so.  What IS structural is the display: the viewer
# never opens this file, and the chain's answer reaches no data source
# unless REVEAL is on -- proved by poisoning it.  Do not open this while
# scanning, and that goes for an assistant reading it on your behalf.
scan_id	tranche	stratum	event	cluster	npts	muon_len_cm	is_stm	michel_found	michel_conn_type	michel_len	michel_ke_best	michel_kink_deg	n_dots	in_fv	reject_bits	reject_names	n_near	n_far
323	2	S3	039349_37	52	114	67.12	0	1	1	1.45	3.15	52.2	0	1	1024	plateau_off_mip	1219	7896
324	2	S4	039349_37	67	1167	708.65	0	0	0	0.0	0.0	-1.0	0	1	12	no_bragg|shape_flat	4245	7694
325	2	S4	039349_38	27	647	390.78	0	0	0	0.0	0.0	-1.0	0	1	12	no_bragg|shape_flat	3681	7770
326	2	S4	039349_38	32	41	24.0	0	0	0	0.0	0.0	-1.0	0	1	12	no_bragg|shape_flat	191	7381
327	2	S4	039349_38	33	633	377.32	0	0	0	0.0	0.0	-1.0	0	1	8	shape_flat	2367	7901
328	2	S3	039349_38	57	459	274.56	0	1	1	2.01	4.08	42.3	0	1	12	no_bragg|shape_flat	1480	7990
329	2	S2	039349_38	60	200	119.4	1	0	0	0.0	0.0	-1.0	0	1	0	STM	1309	7279
330	2	S4	039349_38	61	182	107.16	0	0	0	0.0	0.0	-1.0	0	1	12	no_bragg|shape_flat	1096	7298
331	2	S1	039349_38	67	339	210.59	1	1	1	9.24	15.73	138.0	0	1	0	STM	1210	7288
332	2	S4	039349_39	27	672	403.74	0	0	0	0.0	0.0	-1.0	0	1	12	no_bragg|shape_flat	3276	6726
333	2	S2	039349_39	46	410	244.93	1	0	0	0.0	0.0	-1.0	0	1	0	STM	1851	7011
334	2	S3	039349_39	56	240	142.95	0	1	1	7.89	21.48	159.5	1	1	12	no_bragg|shape_flat	1793	7022
335	2	S4	039349_4	26	610	364.24	0	0	0	0.0	0.0	-1.0	0	1	12	no_bragg|shape_flat	4163	7992
336	2	S1	039349_4	36	150	89.25	1	1	1	8.92	22.53	72.5	1	1	0	STM	741	7421
337	2	S4	039349_4	47	77	44.91	0	0	0	0.0	0.0	-1.0	0	1	12	no_bragg|shape_flat	278	7479
338	2	S4	039349_4	54	59	34.49	0	0	0	0.0	0.0	-1.0	0	1	12	no_bragg|shape_flat	574	7442
339	2	S4	039349_4	56	406	242.25	0	0	0	0.0	0.0	-1.0	0	1	12	no_bragg|shape_flat	1421	7336
340	2	S4	039349_4	60	688	411.53	0	0	0	0.0	0.0	-1.0	0	1	12	no_bragg|shape_flat	2236	7234
341	2	S4	039349_40	42	301	177.22	0	0	0	0.0	0.0	-1.0	0	1	12	no_bragg|shape_flat	1243	7090
343	2	S4	039349_41	23	500	301.72	0	0	0	0.0	0.0	-1.0	0	1	12	no_bragg|shape_flat	1975	7275
345	2	S4	039349_42	43	493	292.43	0	0	0	0.0	0.0	-1.0	0	1	12	no_bragg|shape_flat	2448	7568
346	2	S4	039349_42	45	157	93.41	0	0	0	0.0	0.0	-1.0	0	1	12	no_bragg|shape_flat	1398	7743
347	2	S4	039349_42	48	302	178.47	0	0	0	0.0	0.0	-1.0	0	1	12	no_bragg|shape_flat	1306	7758
348	2	S1	039349_42	52	324	191.39	1	1	1	10.05	35.92	77.8	2	1	0	STM	1217	7773
349	2	S4	039349_42	53	236	139.9	0	0	0	0.0	0.0	-1.0	0	1	12	no_bragg|shape_flat	958	7816
350	2	S1	039349_43	50	33	19.34	1	1	1	3.47	10.33	32.2	0	1	0	STM	148	6852
351	2	S1	039349_43	54	146	86.79	1	1	1	8.22	27.15	79.5	0	1	0	STM	570	6768
352	2	S4	039349_43	62	39	22.83	0	0	0	0.0	0.0	-1.0	0	0	1090	stop_unmatched|stop_near_boundary|plateau_off_mip	294	6823
353	2	S4	039349_43	65	504	300.3	0	0	0	0.0	0.0	-1.0	0	1	12	no_bragg|shape_flat	1947	6492
354	2	S4	039349_43	66	300	190.7	0	0	0	0.0	0.0	-1.0	0	1	4	no_bragg	1120	6658
355	2	S4	039349_44	18	102	60.44	0	0	0	0.0	0.0	-1.0	0	1	12	no_bragg|shape_flat	396	7622
356	2	S4	039349_44	26	386	228.5	0	0	0	0.0	0.0	-1.0	0	1	12	no_bragg|shape_flat	3152	7316
358	2	S3	039349_44	53	171	102.91	0	1	2	0.93	5.19	-1.0	1	1	12	no_bragg|shape_flat	651	7594
359	2	S3	039349_44	66	448	270.14	0	1	2	0.38	3.02	-1.0	1	1	520	shape_flat|profile_sparse	2681	7368
360	2	S3	039349_44	68	123	72.88	0	1	2	1.3	1.04	-1.0	1	1	12	no_bragg|shape_flat	2155	7426
361	2	S4	039349_44	72	82	102.89	0	0	0	0.0	0.0	-1.0	0	1	512	profile_sparse	1106	7543
362	2	S2	039349_44	75	1266	772.08	1	0	0	0.0	0.0	-1.0	0	1	0	STM	6609	7798
364	2	S3	039349_45	25	81	47.42	0	1	1	8.42	19.78	169.3	0	1	12	no_bragg|shape_flat	405	7803
365	2	S3	039349_45	52	685	412.79	0	1	2	0.66	0.99	-1.0	1	1	12	no_bragg|shape_flat	4315	7151
366	2	S2	039349_46	47	135	80.15	1	0	0	0.0	0.0	-1.0	0	1	0	STM	1106	7415
368	2	S4	039349_47	24	478	294.43	0	0	0	0.0	0.0	-1.0	0	1	12	no_bragg|shape_flat	1648	7332
369	2	S1	039349_47	31	166	99.1	1	1	1	5.41	9.75	56.2	0	1	0	STM	1020	7410
370	2	S2	039349_47	57	422	261.88	1	0	0	0.0	0.0	-1.0	0	1	0	STM	833	7433
371	2	S4	039349_47	59	261	155.66	0	0	0	0.0	0.0	-1.0	0	1	12	no_bragg|shape_flat	1127	7397
372	2	S2	039349_47	68	188	112.3	1	0	0	0.0	0.0	-1.0	0	1	0	STM	794	7438
373	2	S4	039349_48	14	397	234.65	0	0	0	0.0	0.0	-1.0	0	0	76	no_bragg|shape_flat|stop_near_boundary	1808	7699
374	2	S4	039349_48	21	370	224.99	0	0	0	0.0	0.0	-1.0	0	1	12	no_bragg|shape_flat	1958	7682
375	2	S2	039349_48	49	311	186.07	1	0	0	0.0	0.0	-1.0	0	1	0	STM	974	7791
376	2	S4	039349_48	54	219	128.98	0	0	0	0.0	0.0	-1.0	0	1	12	no_bragg|shape_flat	1017	7787
377	2	S1	039349_48	58	445	265.45	1	1	2	0.29	0.42	-1.0	1	1	0	STM	2185	7657
378	2	S2	039349_48	63	530	330.18	1	0	0	0.0	0.0	-1.0	0	1	0	STM	2682	7602
379	2	S4	039349_49	48	498	298.14	0	0	0	0.0	0.0	-1.0	0	1	12	no_bragg|shape_flat	2213	7462
380	2	S2	039349_49	70	240	143.45	1	0	0	0.0	0.0	-1.0	0	1	0	STM	1395	7579
381	2	S3	039349_49	72	36	74.14	0	1	2	0.08	0.16	-1.0	1	0	576	stop_near_boundary|profile_sparse	191	7751
382	2	S3	039349_5	54	536	321.11	0	1	1	9.85	16.83	59.4	0	1	12	no_bragg|shape_flat	2783	7604
383	2	S4	039349_5	64	703	423.3	0	0	0	0.0	0.0	-1.0	0	1	8	shape_flat	2912	7590
384	2	S4	039349_5	65	58	34.2	0	0	0	0.0	0.0	-1.0	0	1	40	shape_flat|continuation	305	7879
385	2	S4	039349_50	15	109	64.2	0	0	0	0.0	0.0	-1.0	0	1	12	no_bragg|shape_flat	418	7655
386	2	S4	039349_50	17	141	84.35	0	0	0	0.0	0.0	-1.0	0	1	12	no_bragg|shape_flat	476	7647
387	2	S4	039349_50	45	432	261.53	0	0	0	0.0	0.0	-1.0	0	1	12	no_bragg|shape_flat	1764	7463
388	2	S4	039349_50	46	361	216.13	0	0	0	0.0	0.0	-1.0	0	1	12	no_bragg|shape_flat	1382	7518
389	2	S4	039349_50	58	56	32.55	0	0	0	0.0	0.0	-1.0	0	1	12	no_bragg|shape_flat	161	7692
390	2	S4	039349_51	16	121	71.28	0	0	0	0.0	0.0	-1.0	0	1	12	no_bragg|shape_flat	375	7375
391	2	S4	039349_51	17	103	61.28	0	0	0	0.0	0.0	-1.0	0	1	12	no_bragg|shape_flat	420	7369
392	2	S4	039349_51	21	156	92.38	0	0	0	0.0	0.0	-1.0	0	1	12	no_bragg|shape_flat	486	7361
393	2	S3	039349_51	24	446	281.32	0	1	1	10.15	15.92	87.7	0	1	8	shape_flat	1847	7191
395	2	S4	039349_51	29	123	73.79	0	0	0	0.0	0.0	-1.0	0	1	12	no_bragg|shape_flat	605	7346
396	2	S4	039349_51	44	256	148.81	0	0	0	0.0	0.0	-1.0	0	1	12	no_bragg|shape_flat	614	7345
397	2	S4	039349_51	59	521	311.18	0	0	0	0.0	0.0	-1.0	0	1	12	no_bragg|shape_flat	4189	7883
398	2	S4	039349_52	36	335	201.29	0	0	0	0.0	0.0	-1.0	0	1	12	no_bragg|shape_flat	1647	7780
399	2	S2	039349_52	50	66	38.92	1	0	0	0.0	0.0	-1.0	0	1	0	STM	287	7950
400	2	S2	039349_52	52	202	120.49	1	0	0	0.0	0.0	-1.0	0	1	0	STM	1268	7827
401	2	S4	039349_53	20	220	131.21	0	0	0	0.0	0.0	-1.0	0	1	12	no_bragg|shape_flat	1143	7936
403	2	S4	039349_53	46	498	305.15	0	0	0	0.0	0.0	-1.0	0	1	12	no_bragg|shape_flat	2481	7802
404	2	S2	039349_53	51	406	242.09	1	0	0	0.0	0.0	-1.0	0	1	0	STM	1808	7869
405	2	S4	039349_53	56	74	43.39	0	0	0	0.0	0.0	-1.0	0	1	12	no_bragg|shape_flat	285	7293
406	2	S4	039349_54	18	515	309.06	0	0	0	0.0	0.0	-1.0	0	1	12	no_bragg|shape_flat	1812	7453
407	2	S4	039349_54	20	517	312.16	0	0	0	0.0	0.0	-1.0	0	1	12	no_bragg|shape_flat	2343	7387
408	2	S3	039349_54	30	221	130.01	0	1	1	6.35	18.65	48.0	0	1	8	shape_flat	820	7577
410	2	S3	039349_54	56	59	36.86	0	1	2	3.04	8.94	-1.0	3	1	520	shape_flat|profile_sparse	348	7636
411	2	S4	039349_54	62	134	80.13	0	0	0	0.0	0.0	-1.0	0	0	76	no_bragg|shape_flat|stop_near_boundary	931	7563
412	2	S4	039349_54	65	253	149.52	0	0	0	0.0	0.0	-1.0	0	0	1088	stop_near_boundary|plateau_off_mip	1032	7551
413	2	S4	039349_54	66	501	302.22	0	0	0	0.0	0.0	-1.0	0	1	1032	shape_flat|plateau_off_mip	1660	7472
414	2	S4	039349_55	24	526	312.65	0	0	0	0.0	0.0	-1.0	0	1	8	shape_flat	2368	7411
415	2	S4	039349_55	31	331	198.46	0	0	0	0.0	0.0	-1.0	0	1	12	no_bragg|shape_flat	1335	7583
416	2	S4	039349_55	55	374	222.93	0	0	0	0.0	0.0	-1.0	0	1	12	no_bragg|shape_flat	2317	7419
417	2	S4	039349_56	18	173	103.28	0	0	0	0.0	0.0	-1.0	0	1	1024	plateau_off_mip	878	7444
418	2	S4	039349_56	23	390	231.56	0	0	0	0.0	0.0	-1.0	0	1	12	no_bragg|shape_flat	2223	7276
420	2	S4	039349_56	30	40	23.68	0	0	0	0.0	0.0	-1.0	0	1	12	no_bragg|shape_flat	269	7520
421	2	S3	039349_56	36	365	218.36	0	1	1	10.23	23.59	49.2	0	1	8	shape_flat	2366	7258
422	2	S2	039349_56	41	440	360.73	1	0	0	0.0	0.0	-1.0	0	1	0	STM	2059	7296
423	2	S4	039349_56	47	262	156.6	0	0	0	0.0	0.0	-1.0	0	1	12	no_bragg|shape_flat	939	7436
424	2	S2	039349_56	53	544	325.37	1	0	0	0.0	0.0	-1.0	0	1	0	STM	1955	7309
425	2	S4	039349_57	22	487	291.12	0	0	0	0.0	0.0	-1.0	0	1	12	no_bragg|shape_flat	2289	7747
426	2	S4	039349_57	26	293	181.6	0	0	0	0.0	0.0	-1.0	0	1	520	shape_flat|profile_sparse	1332	7853
427	2	S4	039349_57	27	260	151.71	0	0	0	0.0	0.0	-1.0	0	1	12	no_bragg|shape_flat	1290	7858
428	2	S4	039349_57	67	539	319.16	0	0	0	0.0	0.0	-1.0	0	1	12	no_bragg|shape_flat	3115	7655
429	2	S4	039349_58	21	43	24.94	0	0	0	0.0	0.0	-1.0	0	1	8	shape_flat	214	7371
430	2	S4	039349_58	69	70	41.19	0	0	0	0.0	0.0	-1.0	0	1	12	no_bragg|shape_flat	920	7270
432	2	S2	039349_59	14	42	24.87	1	0	0	0.0	0.0	-1.0	0	1	0	STM	108	6931
433	2	S4	039349_59	25	148	87.72	0	0	0	0.0	0.0	-1.0	0	1	12	no_bragg|shape_flat	627	6844
434	2	S4	039349_59	29	266	157.85	0	0	0	0.0	0.0	-1.0	0	1	12	no_bragg|shape_flat	1301	6732
436	2	S4	039349_6	56	143	85.57	0	0	0	0.0	0.0	-1.0	0	1	12	no_bragg|shape_flat	691	7078
437	2	S4	039349_6	61	623	374.22	0	0	0	0.0	0.0	-1.0	0	1	8	shape_flat	2504	6776
438	2	S4	039349_6	62	487	289.79	0	0	0	0.0	0.0	-1.0	0	1	12	no_bragg|shape_flat	2577	6764
439	2	S4	039349_6	75	414	244.6	0	0	0	0.0	0.0	-1.0	0	1	12	no_bragg|shape_flat	1770	6898
440	2	S4	039349_60	40	549	328.94	0	0	0	0.0	0.0	-1.0	0	1	8	shape_flat	2044	7407
441	2	S4	039349_60	46	97	137.07	0	0	0	0.0	0.0	-1.0	0	1	512	profile_sparse	727	7626
442	2	S4	039349_60	47	112	94.44	0	0	0	0.0	0.0	-1.0	0	1	1024	plateau_off_mip	354	7689
443	2	S1	039349_61	18	167	99.29	1	1	1	11.32	15.77	85.3	0	1	0	STM	1403	7243
444	2	S4	039349_61	20	552	332.15	0	0	0	0.0	0.0	-1.0	0	1	12	no_bragg|shape_flat	2209	7081
445	2	S3	039349_61	21	196	116.15	0	1	1	6.33	9.16	131.8	0	1	12	no_bragg|shape_flat	667	7390
446	2	S2	039349_61	30	302	179.14	1	0	0	0.0	0.0	-1.0	0	1	0	STM	1467	7230
447	2	S1	039349_61	50	357	224.59	1	1	1	5.55	6.97	74.9	0	1	0	STM	1308	7262
448	2	S1	039349_61	51	150	89.34	1	1	1	13.05	23.68	80.3	0	1	0	STM	747	7374
451	2	S4	039349_62	32	569	340.73	0	0	0	0.0	0.0	-1.0	0	1	12	no_bragg|shape_flat	2530	6880
452	2	S4	039349_62	35	221	133.39	0	0	0	0.0	0.0	-1.0	0	1	8	shape_flat	828	7123
453	2	S4	039349_62	36	45	26.53	0	0	0	0.0	0.0	-1.0	0	1	12	no_bragg|shape_flat	902	7112
454	2	S2	039349_62	63	341	204.29	1	0	0	0.0	0.0	-1.0	0	1	0	STM	1357	7047
455	2	S4	039349_62	66	415	252.78	0	0	0	0.0	0.0	-1.0	0	1	12	no_bragg|shape_flat	1940	6964
456	2	S4	039349_62	70	145	86.69	0	0	0	0.0	0.0	-1.0	0	1	12	no_bragg|shape_flat	843	7121
457	2	S3	039349_63	41	141	84.04	0	1	2	2.02	30.67	-1.0	5	1	12	no_bragg|shape_flat	713	7722
458	2	S4	039349_63	47	166	119.02	0	0	0	0.0	0.0	-1.0	0	1	512	profile_sparse	2064	7599
459	2	S4	039349_63	48	492	365.06	0	0	0	0.0	0.0	-1.0	0	0	76	no_bragg|shape_flat|stop_near_boundary	5854	7980
460	2	S2	039349_63	52	188	112.27	1	0	0	0.0	0.0	-1.0	0	1	0	STM	657	7727
461	2	S3	039349_63	55	306	182.61	0	1	1	3.85	2.68	141.9	0	1	12	no_bragg|shape_flat	3218	7494
463	2	S4	039349_64	24	315	187.97	0	0	0	0.0	0.0	-1.0	0	1	8	shape_flat	1350	7571
464	2	S4	039349_64	52	88	51.66	0	0	0	0.0	0.0	-1.0	0	1	12	no_bragg|shape_flat	952	7628
465	2	S4	039349_64	58	352	211.67	0	0	0	0.0	0.0	-1.0	0	1	12	no_bragg|shape_flat	1353	7570
466	2	S3	039349_64	61	490	292.49	0	1	2	0.48	2.4	-1.0	1	1	12	no_bragg|shape_flat	3858	7212
468	2	S4	039349_64	70	182	108.26	0	0	0	0.0	0.0	-1.0	0	1	12	no_bragg|shape_flat	691	7665
469	2	S1	039349_64	71	430	257.4	1	1	1	20.1	32.57	64.9	0	1	0	STM	1692	7522
470	2	S4	039349_65	40	473	293.18	0	0	0	0.0	0.0	-1.0	0	0	64	stop_near_boundary	1616	7214
471	2	S4	039349_66	32	234	139.53	0	0	0	0.0	0.0	-1.0	0	1	12	no_bragg|shape_flat	1021	7228
472	2	S4	039349_66	33	143	261.46	0	0	0	0.0	0.0	-1.0	0	1	12	no_bragg|shape_flat	277	7321
473	2	S4	039349_66	78	349	209.15	0	0	0	0.0	0.0	-1.0	0	1	12	no_bragg|shape_flat	2504	7042
474	2	S4	039349_66	81	139	81.23	0	0	0	0.0	0.0	-1.0	0	1	12	no_bragg|shape_flat	1119	7215
475	2	S2	039349_67	37	332	196.98	1	0	0	0.0	0.0	-1.0	0	1	0	STM	1526	7592
476	2	S4	039349_67	41	388	231.11	0	0	0	0.0	0.0	-1.0	0	1	12	no_bragg|shape_flat	1671	7563
477	2	S4	039349_67	64	366	218.42	0	0	0	0.0	0.0	-1.0	0	1	12	no_bragg|shape_flat	1617	7574
478	2	S1	039349_67	75	258	154.1	1	1	1	5.09	10.49	44.7	0	1	0	STM	1484	7600
479	2	S4	039349_67	76	129	76.8	0	0	0	0.0	0.0	-1.0	0	1	8	shape_flat	539	7789
480	2	S3	039349_67	78	142	84.42	0	1	2	0.33	1.03	-1.0	1	1	8	shape_flat	641	7769
481	2	S2	039349_68	24	74	44.25	1	0	0	0.0	0.0	-1.0	0	1	0	STM	303	7319
482	2	S4	039349_68	28	347	208.48	0	0	0	0.0	0.0	-1.0	0	1	520	shape_flat|profile_sparse	1775	7155
483	2	S4	039349_68	34	408	242.24	0	0	0	0.0	0.0	-1.0	0	1	12	no_bragg|shape_flat	1667	7167
484	2	S4	039349_68	38	572	341.59	0	0	0	0.0	0.0	-1.0	0	1	12	no_bragg|shape_flat	2935	7905
485	2	S4	039349_68	49	554	331.07	0	0	0	0.0	0.0	-1.0	0	1	12	no_bragg|shape_flat	2330	7980
487	2	S2	039349_68	65	98	67.62	1	0	0	0.0	0.0	-1.0	0	1	0	STM	178	7333
488	2	S4	039349_68	71	75	59.0	0	0	0	0.0	0.0	-1.0	0	1	1024	plateau_off_mip	215	7329
489	2	S4	039349_69	23	550	328.4	0	0	0	0.0	0.0	-1.0	0	1	8	shape_flat	2775	7998
490	2	S2	039349_69	56	192	113.78	1	0	0	0.0	0.0	-1.0	0	1	0	STM	1616	7472
491	2	S4	039349_7	4	347	209.09	0	0	0	0.0	0.0	-1.0	0	1	520	shape_flat|profile_sparse	1228	7536
492	2	S3	039349_7	29	641	383.09	0	1	2	1.11	2.16	-1.0	1	1	12	no_bragg|shape_flat	3139	7377
493	2	S4	039349_7	56	423	252.81	0	0	0	0.0	0.0	-1.0	0	1	12	no_bragg|shape_flat	1682	7498
494	2	S3	039349_7	57	164	94.56	0	1	2	1.57	4.98	-1.0	1	1	12	no_bragg|shape_flat	884	7564
495	2	S4	039349_7	63	41	23.88	0	0	0	0.0	0.0	-1.0	0	1	8	shape_flat	147	7626
496	2	S4	039349_7	65	196	118.06	0	0	0	0.0	0.0	-1.0	0	1	1024	plateau_off_mip	1029	7552
497	2	S1	039349_7	67	99	57.95	1	1	1	7.08	7.61	68.6	0	1	0	STM	343	7610
498	2	S4	039349_70	20	235	139.66	0	0	0	0.0	0.0	-1.0	0	1	12	no_bragg|shape_flat	982	7141
499	2	S4	039349_70	44	117	69.91	0	0	0	0.0	0.0	-1.0	0	1	12	no_bragg|shape_flat	728	7178
500	2	S2	039349_70	56	647	385.77	1	0	0	0.0	0.0	-1.0	0	1	0	STM	2607	6909
501	2	S3	039349_70	61	466	279.5	0	1	1	4.12	4.77	40.9	0	1	12	no_bragg|shape_flat	2234	6962
502	2	S4	039349_71	27	30	40.98	0	0	0	0.0	0.0	-1.0	0	0	1100	no_bragg|shape_flat|stop_near_boundary|plateau_off_mip	41	7427
503	2	S4	039349_71	28	443	264.82	0	0	0	0.0	0.0	-1.0	0	1	12	no_bragg|shape_flat	1728	7274
504	2	S4	039349_71	37	334	197.4	0	0	0	0.0	0.0	-1.0	0	1	12	no_bragg|shape_flat	874	7351
505	2	S2	039349_71	43	161	99.87	1	0	0	0.0	0.0	-1.0	0	1	0	STM	1011	7339
506	2	S4	039349_71	51	137	82.04	0	0	0	0.0	0.0	-1.0	0	1	1024	plateau_off_mip	1504	7294
507	2	S4	039349_71	59	384	227.77	0	0	0	0.0	0.0	-1.0	0	1	1036	no_bragg|shape_flat|plateau_off_mip	1186	7323
508	2	S4	039349_72	11	570	342.31	0	0	0	0.0	0.0	-1.0	0	1	12	no_bragg|shape_flat	2363	7217
509	2	S4	039349_72	19	750	446.06	0	0	0	0.0	0.0	-1.0	0	1	12	no_bragg|shape_flat	2675	7984
510	2	S2	039349_72	49	199	119.14	1	0	0	0.0	0.0	-1.0	0	1	0	STM	723	7381
511	2	S4	039349_72	51	534	325.02	0	0	0	0.0	0.0	-1.0	0	1	12	no_bragg|shape_flat	2641	7988
